<PAD>,0
<START>,1
<END>,2
<UNK>,3
Beat,4
Duration_1,5
Duration_10,6
Duration_11,7
Duration_12,8
Duration_13,9
Duration_14,10
Duration_15,11
Duration_16,12
Duration_17,13
Duration_18,14
Duration_19,15
Duration_2,16
Duration_20,17
Duration_21,18
Duration_22,19
Duration_23,20
Duration_24,21
Duration_25,22
Duration_26,23
Duration_27,24
Duration_28,25
Duration_29,26
Duration_3,27
Duration_30,28
Duration_31,29
Duration_32,30
Duration_33,31
Duration_34,32
Duration_35,33
Duration_36,34
Duration_37,35
Duration_38,36
Duration_39,37
Duration_4,38
Duration_40,39
Duration_42,40
Duration_43,41
Duration_44,42
Duration_45,43
Duration_46,44
Duration_47,45
Duration_48,46
Duration_49,47
Duration_5,48
Duration_50,49
Duration_51,50
Duration_52,51
Duration_54,52
Duration_55,53
Duration_56,54
Duration_57,55
Duration_59,56
Duration_6,57
Duration_60,58
Duration_61,59
Duration_63,60
Duration_64,61
Duration_66,62
Duration_67,63
Duration_68,64
Duration_69,65
Duration_7,66
Duration_70,67
Duration_71,68
Duration_72,69
Duration_74,70
Duration_75,71
Duration_76,72
Duration_77,73
Duration_78,74
Duration_79,75
Duration_8,76
Duration_80,77
Duration_81,78
Duration_82,79
Duration_84,80
Duration_86,81
Duration_88,82
Duration_9,83
Duration_90,84
Duration_93,85
Duration_94,86
Duration_95,87
Duration_96,88
Pitch_100,89
Pitch_101,90
Pitch_102,91
Pitch_103,92
Pitch_104,93
Pitch_105,94
Pitch_106,95
Pitch_107,96
Pitch_108,97
Pitch_21,98
Pitch_22,99
Pitch_23,100
Pitch_24,101
Pitch_25,102
Pitch_26,103
Pitch_27,104
Pitch_28,105
Pitch_29,106
Pitch_30,107
Pitch_31,108
Pitch_32,109
Pitch_33,110
Pitch_34,111
Pitch_35,112
Pitch_36,113
Pitch_37,114
Pitch_38,115
Pitch_39,116
Pitch_40,117
Pitch_41,118
Pitch_42,119
Pitch_43,120
Pitch_44,121
Pitch_45,122
Pitch_46,123
Pitch_47,124
Pitch_48,125
Pitch_49,126
Pitch_50,127
Pitch_51,128
Pitch_52,129
Pitch_53,130
Pitch_54,131
Pitch_55,132
Pitch_56,133
Pitch_57,134
Pitch_58,135
Pitch_59,136
Pitch_60,137
Pitch_61,138
Pitch_62,139
Pitch_63,140
Pitch_64,141
Pitch_65,142
Pitch_66,143
Pitch_67,144
Pitch_68,145
Pitch_69,146
Pitch_70,147
Pitch_71,148
Pitch_72,149
Pitch_73,150
Pitch_74,151
Pitch_75,152
Pitch_76,153
Pitch_77,154
Pitch_78,155
Pitch_79,156
Pitch_80,157
Pitch_81,158
Pitch_82,159
Pitch_83,160
Pitch_84,161
Pitch_85,162
Pitch_86,163
Pitch_87,164
Pitch_88,165
Pitch_89,166
Pitch_90,167
Pitch_91,168
Pitch_92,169
Pitch_93,170
Pitch_94,171
Pitch_95,172
Pitch_96,173
Pitch_97,174
Pitch_98,175
Pitch_99,176
Position_0,177
Position_1,178
Position_10,179
Position_11,180
Position_12,181
Position_13,182
Position_14,183
Position_15,184
Position_16,185
Position_17,186
Position_18,187
Position_19,188
Position_2,189
Position_20,190
Position_21,191
Position_22,192
Position_23,193
Position_24,194
Position_3,195
Position_4,196
Position_5,197
Position_6,198
Position_7,199
Position_8,200
Position_9,201
Rest_0.1.6,202
Rest_0.2.6,203
Rest_0.3.6,204
Rest_0.4.6,205
Rest_0.5.6,206
Rest_1.0.6,207
Rest_1.1.6,208
Rest_1.2.6,209
Rest_1.3.6,210
Rest_1.4.6,211
Rest_1.5.6,212
Rest_2.0.6,213
Rest_2.1.6,214
Rest_2.2.6,215
Rest_2.3.6,216
Rest_2.4.6,217
Rest_2.5.6,218
Rest_3.0.6,219
Rest_3.1.6,220
Rest_3.2.6,221
Rest_3.3.6,222
Rest_3.4.6,223
Rest_3.5.6,224
Rest_4.0.6,225
